customer_id,first_purchase_date,last_purchase_date,total_orders,total_spent,avg_order_value,recency,frequency,monetary,churn,lifetime_days,avg_monthly_spend,predicted_clv_12m
10643,2022-01-15,2022-09-05,25,19656787.0,786271.0,483,25,19656787.0,1,233,2242219.049429658,26906628.593155894
10644,2022-07-11,2023-12-31,23,21026626.0,914201.0,1,23,21026626.0,0,538,1110561.2323943663,13326734.788732395
10645,2023-04-30,2023-12-31,7,6589462.0,941352.0,1,7,6589462.0,0,245,718850.4,8626204.8
10646,2022-01-28,2022-06-04,11,35258691.0,3205336.0,576,11,35258691.0,1,127,6737329.49044586,80847953.88535032
10647,2022-02-08,2023-02-17,17,15873042.0,933708.0,318,17,15873042.0,1,374,1178691.2376237623,14144294.851485148
10648,2022-09-30,2023-05-25,5,30948692.0,6189738.0,221,5,30948692.0,1,237,3477381.1235955055,41728573.483146064
10649,2022-08-19,2023-12-31,8,31240667.0,3905083.0,1,8,31240667.0,0,499,1771682.438563327,21260189.262759924
10650,2022-03-27,2023-12-02,19,37735345.0,1986071.0,30,19,37735345.0,0,615,1755132.3255813953,21061587.906976745
10651,2023-04-19,2023-10-31,23,39058267.0,1698186.0,62,23,39058267.0,0,195,5207768.933333334,62493227.2
10652,2022-05-06,2022-06-26,10,27334184.0,2733418.0,554,10,27334184.0,1,51,10123771.85185185,121485262.22222221
10653,2022-05-25,2022-11-24,23,18014391.0,783234.0,403,23,18014391.0,1,183,2537238.1690140846,30446858.028169014
10654,2022-07-31,2023-11-11,27,43742505.0,1620093.0,51,27,43742505.0,0,468,2635090.6626506024,31621087.95180723
10655,2022-01-25,2022-12-15,13,16941175.0,1303167.0,382,13,16941175.0,1,324,1435692.7966101693,17228313.559322033
10656,2023-01-29,2023-10-04,8,26981462.0,3372683.0,89,8,26981462.0,0,248,2911668.561151079,34940022.73381294
10657,2022-03-08,2023-08-14,10,21583631.0,2158363.0,140,10,21583631.0,1,524,1168788.6823104694,14025464.187725633
10658,2022-08-21,2023-05-07,12,44637982.0,3719832.0,239,12,44637982.0,1,259,4633700.553633219,55604406.64359862
10659,2022-04-19,2022-06-07,26,23141461.0,890056.0,573,26,23141461.0,1,49,8787896.58227848,105454758.98734176
10660,2022-05-26,2023-12-29,5,20813839.0,4162768.0,3,5,20813839.0,0,582,1020286.2254901961,12243434.705882354
10661,2022-04-21,2022-10-15,25,36243044.0,1449722.0,443,25,36243044.0,1,177,5252615.072463768,63031380.86956521
10662,2022-08-16,2022-12-31,16,31804008.0,1987750.0,366,16,31804008.0,1,137,5713294.850299401,68559538.2035928
10663,2022-04-21,2023-06-27,25,6648139.0,265926.0,188,25,6648139.0,1,432,431697.33766233764,5180368.051948052
10664,2023-04-15,2023-12-31,16,27014975.0,1688436.0,1,16,27014975.0,0,260,2794652.5862068967,33535831.034482762
10665,2022-02-03,2023-06-30,12,38562302.0,3213525.0,185,12,38562302.0,1,512,2134444.7601476014,25613337.121771216
10666,2023-01-04,2023-12-31,14,51597398.0,3685528.0,1,14,51597398.0,0,361,3958879.641943734,47506555.70332481
10667,2023-03-01,2023-12-31,8,33160659.0,4145082.0,1,8,33160659.0,0,305,2969611.2537313434,35635335.04477612
10668,2022-10-09,2023-09-12,14,20010888.0,1429349.0,111,14,20010888.0,1,338,1631322.3913043477,19575868.695652172
10669,2022-11-16,2023-04-28,25,12688501.0,507540.0,248,25,12688501.0,1,163,1972305.8549222797,23667670.259067357
10670,2023-03-19,2023-12-31,16,45539776.0,2846236.0,1,16,45539776.0,0,287,4309757.981072555,51717095.77287066
10671,2022-11-11,2023-02-21,4,42579913.0,10644978.0,314,4,42579913.0,1,102,9677252.954545453,116127035.45454544
10672,2023-01-12,2023-12-31,11,13083279.0,1189389.0,1,11,13083279.0,0,353,1024799.9216710182,12297599.06005222
10673,2022-10-16,2023-11-01,12,11392110.0,949342.0,61,12,11392110.0,0,381,831540.8759124088,9978490.510948906
10674,2023-03-13,2023-12-31,19,37528948.0,1975208.0,1,19,37528948.0,0,293,3485660.8049535602,41827929.65944272
10675,2022-10-04,2023-09-24,19,17199565.0,905240.0,99,19,17199565.0,0,355,1340225.844155844,16082710.129870128
10676,2023-05-18,2023-12-31,5,16765059.0,3353012.0,1,5,16765059.0,0,227,1957010.7782101168,23484129.338521402
10677,2023-05-31,2023-10-07,21,8936345.0,425540.0,86,21,8936345.0,0,129,1686102.8301886793,20233233.96226415
10678,2022-12-16,2023-03-14,3,14609956.0,4869985.0,293,3,14609956.0,1,88,3714395.593220339,44572747.11864407
10679,2023-03-22,2023-12-31,14,22917384.0,1636956.0,1,14,22917384.0,0,284,2189558.98089172,26274707.77070064
10680,2022-12-16,2023-09-29,9,38428188.0,4269799.0,94,9,38428188.0,0,287,3636737.0347003154,43640844.416403785
10681,2022-05-17,2023-08-02,6,18284451.0,3047408.0,152,6,18284451.0,1,442,1162147.309322034,13945767.711864408
10682,2022-08-31,2023-12-25,12,17893100.0,1491092.0,7,12,17893100.0,0,481,1050475.5381604696,12605706.457925636
10683,2022-02-09,2022-05-14,15,15673593.0,1044906.0,597,15,15673593.0,1,94,3791998.3064516135,45503979.677419364
10684,2022-08-17,2023-12-31,4,25496810.0,6374202.0,1,4,25496810.0,0,501,1440497.7401129943,17285972.881355934
10685,2022-08-11,2023-02-10,12,10376344.0,864695.0,325,12,10376344.0,1,183,1461456.9014084507,17537482.816901408
10686,2022-01-06,2022-10-28,23,25870041.0,1124784.0,430,23,25870041.0,1,295,2388003.7846153844,28656045.415384613
10687,2022-11-18,2023-03-06,24,36972118.0,1540505.0,301,24,36972118.0,1,108,8037416.95652174,96449003.47826087
10688,2023-04-13,2023-12-31,27,2713358.0,100495.0,1,27,2713358.0,0,262,278769.6575342466,3345235.8904109597
10689,2022-03-16,2023-10-26,6,1696793.0,282799.0,67,6,1696793.0,0,589,82235.52504038773,986826.3004846527
10690,2022-01-04,2022-10-08,20,5016244.0,250812.0,450,20,5016244.0,1,277,490186.7100977199,5882240.521172639
10691,2022-04-28,2023-12-31,7,28411531.0,4058790.0,1,7,28411531.0,0,612,1327641.6355140188,15931699.626168225
10692,2023-05-19,2023-12-31,21,44606318.0,2124110.0,1,21,44606318.0,0,226,5227302.890625,62727634.6875
10693,2023-03-17,2023-05-10,4,1448131.0,362033.0,236,4,1448131.0,1,54,517189.6428571429,6206275.714285715
10694,2022-07-13,2023-05-22,14,48782394.0,3484457.0,224,14,48782394.0,1,313,4266681.6909620995,51200180.2915452
10695,2023-01-27,2023-12-31,19,6598948.0,347313.0,1,19,6598948.0,0,338,537957.7173913043,6455492.608695652
10696,2022-01-26,2022-12-22,12,43972763.0,3664397.0,375,12,43972763.0,1,330,3664396.9166666665,43972763.0
10697,2023-03-11,2023-06-16,4,25729022.0,6432256.0,199,4,25729022.0,1,97,6077721.732283465,72932660.78740157
10698,2022-06-22,2022-07-28,8,34695355.0,4336919.0,522,8,34695355.0,1,36,15770615.909090908,189247390.9090909
10699,2022-10-27,2023-04-11,10,27142696.0,2714270.0,265,10,27142696.0,1,166,4154494.285714286,49853931.42857143
10700,2022-11-22,2023-06-03,21,25434050.0,1211145.0,212,21,25434050.0,1,193,3421621.076233184,41059452.91479821
10701,2023-02-14,2023-06-06,13,43612891.0,3354838.0,209,13,43612891.0,1,112,9213991.056338029,110567892.67605636
10702,2022-04-28,2023-07-21,27,39599028.0,1466631.0,164,27,39599028.0,1,449,2480106.137787056,29761273.653444674
10703,2022-08-13,2022-11-23,14,25756834.0,1839774.0,404,14,25756834.0,1,102,5853825.909090908,70245910.9090909
10704,2022-04-23,2023-01-14,11,6871105.0,624646.0,352,11,6871105.0,1,266,696395.777027027,8356749.324324324
10705,2022-05-20,2022-08-03,4,7062470.0,1765618.0,516,4,7062470.0,1,75,2017848.5714285714,24214182.85714286
10706,2022-01-01,2023-10-10,10,41918205.0,4191820.0,83,10,41918205.0,0,647,1857527.5480059085,22290330.5760709
10707,2022-03-31,2023-01-16,13,28093044.0,2161003.0,350,13,28093044.0,1,291,2625518.1308411215,31506217.57009346
10708,2022-11-16,2023-06-09,23,25664728.0,1115858.0,206,23,25664728.0,1,205,3276348.2553191492,39316179.063829795
10709,2022-05-19,2022-11-30,6,35772796.0,5962133.0,397,6,35772796.0,1,195,4769706.133333334,57236473.60000001
10710,2023-05-26,2023-12-31,12,44829152.0,3735763.0,1,12,44829152.0,0,219,5401102.65060241,64813231.807228915
10711,2022-09-16,2022-12-08,23,33146756.0,1441163.0,389,23,33146756.0,1,83,8800023.71681416,105600284.60176992
10712,2022-01-10,2023-04-03,22,39952673.0,1816031.0,273,22,39952673.0,1,448,2507489.9372384935,30089879.24686192
10713,2022-09-18,2023-12-31,18,40075743.0,2226430.0,1,18,40075743.0,0,469,2409363.3066132264,28912359.679358717
10714,2022-06-21,2023-06-26,10,19298082.0,1929808.0,189,10,19298082.0,1,370,1447356.15,17368273.799999997
10715,2022-01-13,2022-06-18,6,15123426.0,2520571.0,562,6,15123426.0,1,156,2439262.258064516,29271147.09677419
10716,2022-06-17,2023-08-29,12,41899135.0,3491595.0,125,12,41899135.0,1,438,2685841.987179487,32230103.846153844
10717,2022-11-17,2023-12-18,14,20360683.0,1454334.0,14,14,20360683.0,0,396,1433850.915492958,17206210.985915497
10718,2022-11-15,2023-09-11,16,47089469.0,2943092.0,112,16,47089469.0,1,300,4280860.818181818,51370329.81818182
10719,2022-11-25,2023-12-31,18,4740287.0,263349.0,1,18,4740287.0,0,401,329950.37122969836,3959404.45475638
10720,2023-02-23,2023-12-31,24,4157450.0,173227.0,1,24,4157450.0,0,311,365758.06451612903,4389096.774193549
10721,2022-04-05,2022-07-16,20,48291811.0,2414591.0,534,20,48291811.0,1,102,10975411.59090909,131704939.09090908
10722,2022-11-14,2023-08-18,23,34141510.0,1484413.0,136,23,34141510.0,1,277,3336303.9087947886,40035646.90553746
10723,2022-08-24,2022-11-04,24,20483647.0,853485.0,423,24,20483647.0,1,72,6024602.05882353,72295224.70588236
10724,2022-11-30,2023-12-31,23,39557069.0,1719873.0,1,23,39557069.0,0,396,2785709.0845070425,33428509.01408451
10725,2023-01-11,2023-03-22,14,35354202.0,2525300.0,285,14,35354202.0,1,70,10606260.6,127275127.19999999
10726,2023-04-04,2023-10-20,20,28185013.0,1409251.0,73,20,28185013.0,0,199,3692359.7816593884,44308317.37991266
10727,2022-05-17,2023-01-13,9,6222766.0,691418.0,353,9,6222766.0,1,241,688867.0848708487,8266405.018450184
10728,2023-05-28,2023-12-31,22,42458723.0,1929942.0,1,22,42458723.0,0,217,5156929.91902834,61883159.02834008
10729,2022-10-23,2022-12-30,26,45193978.0,1738230.0,367,26,45193978.0,1,68,13834891.224489797,166018694.69387758
10730,2022-11-16,2023-12-19,25,9946169.0,397847.0,13,25,9946169.0,0,398,697161.3785046729,8365936.542056074
10731,2022-12-15,2023-06-13,9,44405992.0,4933999.0,202,9,44405992.0,1,180,6343713.142857143,76124557.71428572
10732,2022-08-17,2023-01-04,11,45794643.0,4163149.0,362,11,45794643.0,1,140,8081407.5882352935,96976891.05882353
10733,2022-09-27,2023-12-31,3,29110974.0,9703658.0,1,3,29110974.0,0,460,1782304.5306122447,21387654.367346935
10734,2022-10-18,2023-12-31,8,34533895.0,4316737.0,1,8,34533895.0,0,439,2208991.1513859276,26507893.81663113
10735,2022-06-14,2022-08-29,8,20617656.0,2577207.0,490,8,20617656.0,1,76,5835185.660377359,70022227.9245283
10736,2022-01-05,2023-09-01,24,15515016.0,646459.0,122,24,15515016.0,1,604,734149.0220820189,8809788.264984228
10737,2023-01-14,2023-12-31,14,37876744.0,2705482.0,1,14,37876744.0,0,351,2982420.787401575,35789049.4488189
10738,2022-03-19,2022-06-25,24,44983258.0,1874302.0,555,24,44983258.0,1,98,10542951.09375,126515413.125
10739,2023-02-14,2023-12-31,14,34427140.0,2459081.0,1,14,34427140.0,0,320,2950897.7142857146,35410772.571428575
10740,2022-05-12,2023-04-02,12,27188803.0,2265734.0,274,12,27188803.0,1,325,2297645.323943662,27571743.887323946
10741,2022-02-11,2022-10-01,25,9273378.0,370935.0,457,25,9273378.0,1,232,1061837.175572519,12742046.106870227
10742,2022-03-30,2022-06-28,8,3915703.0,489463.0,552,8,3915703.0,1,90,978925.75,11747109.0
10743,2023-02-06,2023-12-31,19,23841143.0,1254797.0,1,19,23841143.0,0,328,1997861.1452513966,23974333.743016757
10744,2022-10-23,2023-05-01,21,3706958.0,176522.0,245,21,3706958.0,1,190,505494.27272727276,6065931.272727273
10745,2022-10-22,2023-10-17,20,30122199.0,1506110.0,76,20,30122199.0,0,360,2317092.230769231,27805106.76923077
10746,2023-02-26,2023-12-31,8,20642643.0,2580330.0,1,8,20642643.0,0,308,1832187.24852071,21986246.982248522
10747,2022-01-23,2023-01-25,26,39665207.0,1525585.0,341,26,39665207.0,1,367,2997370.8060453404,35968449.672544084
10748,2022-05-23,2023-12-31,21,16726944.0,796521.0,1,21,16726944.0,0,587,813303.5980551053,9759643.176661264
10749,2022-05-25,2023-04-23,12,31323521.0,2610293.0,253,12,31323521.0,1,333,2588720.743801653,31064648.925619833
10750,2022-08-13,2023-12-31,26,28514323.0,1096705.0,1,26,28514323.0,0,505,1598934.0,19187208.0
10751,2023-05-18,2023-12-31,10,1439391.0,143939.0,1,10,1439391.0,0,227,168022.29571984438,2016267.5486381324
10752,2022-04-14,2023-11-14,23,4877381.0,212060.0,48,23,4877381.0,0,579,240265.0738916256,2883180.886699507
10753,2022-02-08,2022-12-09,26,15950705.0,613489.0,388,26,15950705.0,1,304,1432698.0538922157,17192376.64670659
10754,2022-07-17,2023-01-26,8,46017542.0,5752193.0,340,8,46017542.0,1,193,6190700.717488789,74288408.60986547
10755,2023-01-26,2023-12-31,23,8668360.0,376885.0,1,23,8668360.0,0,339,704744.7154471545,8456936.585365854
10756,2022-06-28,2023-06-11,27,37313432.0,1381979.0,204,27,37313432.0,1,348,2961383.492063492,35536601.9047619
10757,2023-03-24,2023-12-31,9,50647022.0,5627447.0,1,9,50647022.0,0,282,4869905.961538461,58438871.538461536
10758,2023-05-15,2023-12-31,26,41360832.0,1590801.0,1,26,41360832.0,0,230,4772403.692307692,57268844.307692304
10759,2022-01-15,2023-03-07,3,13541624.0,4513875.0,300,3,13541624.0,1,416,910871.5695067265,10930458.834080718
10760,2022-10-16,2023-12-31,20,47344955.0,2367248.0,1,20,47344955.0,0,441,3015602.229299363,36187226.75159236
10761,2023-04-23,2023-12-31,26,5929844.0,228071.0,1,26,5929844.0,0,252,630834.4680851063,7570013.617021276
10762,2022-08-19,2023-12-31,27,24981611.0,925245.0,1,27,24981611.0,0,499,1416726.5217391304,17000718.260869563
10763,2023-02-24,2023-06-06,22,46287129.0,2103960.0,209,22,46287129.0,1,102,10519802.045454545,126237624.54545453
10764,2022-06-06,2023-11-26,14,33776298.0,2412593.0,36,14,33776298.0,0,538,1783959.4014084507,21407512.816901408
10765,2023-03-17,2023-12-31,18,22213144.0,1234064.0,1,18,22213144.0,0,289,2089010.407523511,25068124.89028213
10766,2022-04-07,2023-12-31,12,16074894.0,1339574.0,1,12,16074894.0,0,633,727370.7692307691,8728449.23076923
10767,2023-02-15,2023-12-31,12,20255050.0,1687921.0,1,12,20255050.0,0,319,1741121.776504298,20893461.318051577
10768,2022-10-16,2023-11-18,16,27054242.0,1690890.0,44,16,27054242.0,0,398,1896325.3738317755,22755904.485981308
10769,2022-09-11,2023-12-31,27,17407432.0,644720.0,1,27,17407432.0,0,476,1032061.185770751,12384734.229249012
10770,2022-07-15,2023-12-31,22,50423567.0,2291980.0,1,22,50423567.0,0,534,2682104.627659574,32185255.53191489
10771,2023-06-01,2023-12-31,12,48600345.0,4050029.0,1,12,48600345.0,0,213,6000042.592592593,72000511.11111112
10772,2022-04-28,2023-08-15,12,45430111.0,3785843.0,139,12,45430111.0,1,474,2704173.273809524,32450079.285714284
10773,2022-06-08,2023-12-31,27,22628956.0,838109.0,1,27,22628956.0,0,571,1129565.1913477536,13554782.296173044
10774,2022-08-16,2023-09-12,13,36318130.0,2793702.0,111,13,36318130.0,1,392,2581857.5829383885,30982290.995260663
10775,2022-08-04,2023-01-03,25,47063729.0,1882549.0,363,25,47063729.0,1,152,7757757.527472528,93093090.32967034
10776,2022-01-15,2022-08-20,4,44401818.0,11100454.0,499,4,44401818.0,1,217,5392933.360323886,64715200.32388663
10777,2022-06-06,2023-08-29,27,22247812.0,823993.0,125,27,22247812.0,1,449,1393391.1482254697,16720693.778705638
10778,2022-09-18,2023-06-26,22,6909211.0,314055.0,189,22,6909211.0,1,281,666483.3762057878,7997800.514469453
10779,2022-06-06,2023-12-31,10,5042022.0,504202.0,1,10,5042022.0,0,573,250846.86567164178,3010162.3880597013
10780,2022-02-16,2023-09-17,25,30514853.0,1220594.0,106,25,30514853.0,0,578,1505667.0888157894,18068005.065789472
10781,2022-11-20,2023-11-19,9,33845499.0,3760611.0,43,9,33845499.0,0,364,2577068.45177665,30924821.421319798
10782,2022-05-10,2022-09-08,10,44372004.0,4437200.0,480,10,44372004.0,1,121,8815629.933774834,105787559.205298
10783,2023-02-15,2023-12-31,3,16059763.0,5353254.0,1,3,16059763.0,0,319,1380495.3868194844,16565944.641833812
10784,2022-04-05,2022-07-06,23,9707501.0,422065.0,544,23,9707501.0,1,92,2387090.4098360655,28645084.918032788
10785,2022-10-19,2023-12-31,4,20453496.0,5113374.0,1,4,20453496.0,0,438,1311121.5384615385,15733458.461538462
10786,2022-10-10,2023-03-27,20,19161616.0,958081.0,280,20,19161616.0,1,168,2903275.151515152,34839301.81818182
10787,2022-03-10,2022-10-10,17,7929423.0,466437.0,448,17,7929423.0,1,214,974929.0573770492,11699148.68852459
10788,2022-01-11,2022-09-02,3,35351959.0,11783986.0,486,3,35351959.0,1,234,4017268.068181818,48207216.81818181
10789,2022-09-11,2023-05-12,7,27041551.0,3863079.0,234,7,27041551.0,1,243,2971599.0109890113,35659188.13186814
10790,2022-05-14,2023-02-23,4,37833036.0,9458259.0,312,4,37833036.0,1,285,3603146.285714286,43237755.42857143
10791,2022-01-23,2022-07-06,22,19116709.0,868941.0,544,22,19116709.0,1,164,2956192.1134020616,35474305.36082474
10792,2022-12-12,2023-12-31,5,17745672.0,3549134.0,1,5,17745672.0,0,384,1285918.2608695652,15431019.130434781
10793,2022-10-29,2023-02-23,21,25206853.0,1200326.0,312,21,25206853.0,1,117,5144255.714285714,61731068.57142857
10794,2022-12-29,2023-08-22,20,45772293.0,2288615.0,132,20,45772293.0,1,236,5162288.684210526,61947464.21052631
10795,2023-01-31,2023-07-08,24,3246290.0,135262.0,177,24,3246290.0,1,158,518025.0,6216300.0
10796,2022-08-06,2022-09-07,20,42085507.0,2104275.0,481,20,42085507.0,1,32,20363955.000000004,244367460.00000006
10797,2022-05-21,2022-10-18,16,19944571.0,1246536.0,440,16,19944571.0,1,150,3324095.1666666665,39889142.0
10798,2022-07-29,2023-09-16,26,44614647.0,1715948.0,107,26,44614647.0,0,414,3014503.1756756757,36174038.10810811
10799,2023-04-05,2023-12-31,10,41951913.0,4195191.0,1,10,41951913.0,0,270,4195191.3,50342295.599999994
10800,2022-12-22,2023-02-27,14,18917071.0,1351219.0,308,14,18917071.0,1,67,5850640.5154639175,70207686.185567
10801,2022-11-20,2023-11-25,23,36448928.0,1584736.0,37,23,36448928.0,0,370,2733669.6,32804035.200000003
10802,2022-05-13,2022-07-02,12,9309344.0,775779.0,548,12,9309344.0,1,50,3491003.9999999995,41892047.99999999
10803,2022-05-07,2023-02-02,25,46731103.0,1869244.0,333,25,46731103.0,1,271,4657585.016611296,55891020.199335545
10804,2022-04-16,2023-08-13,22,21748146.0,988552.0,141,22,21748146.0,1,484,1269347.0428015564,15232164.513618678
10805,2023-01-13,2023-12-11,19,24345781.0,1281357.0,21,19,24345781.0,0,332,2017606.1602209946,24211273.922651935
10806,2022-02-20,2023-11-07,13,37052560.0,2850197.0,55,13,37052560.0,0,625,1697063.8167938932,20364765.801526718
10807,2022-01-29,2023-10-15,4,42898684.0,10724671.0,78,4,42898684.0,0,624,1967829.5412844035,23613954.49541284
10808,2023-04-07,2023-07-14,6,13206211.0,2201035.0,171,6,13206211.0,1,98,3095205.703125,37142468.4375
10809,2022-10-23,2023-03-30,3,34796587.0,11598862.0,277,3,34796587.0,1,158,5552646.861702127,66631762.34042553
10810,2022-10-24,2023-06-06,17,21113501.0,1241971.0,209,17,21113501.0,1,225,2483941.294117647,29807295.529411767
10811,2023-02-11,2023-07-30,15,19930109.0,1328674.0,155,15,19930109.0,1,169,3004539.0452261306,36054468.54271357
10812,2023-02-09,2023-12-31,10,36253312.0,3625331.0,1,10,36253312.0,0,325,3063660.169014084,36763922.028169006
10813,2022-12-12,2023-10-20,27,20868910.0,772923.0,73,27,20868910.0,0,312,1830606.140350877,21967273.684210524
10814,2023-02-24,2023-12-31,6,18782312.0,3130385.0,1,6,18782312.0,0,310,1657262.8235294116,19887153.88235294
10815,2022-07-01,2023-12-31,12,43663131.0,3638594.0,1,12,43663131.0,0,548,2266252.474048443,27195029.688581318
10816,2022-01-01,2022-11-03,21,6344827.0,302135.0,424,21,6344827.0,1,306,566502.4107142858,6798028.928571429
10817,2023-01-06,2023-04-06,20,35535345.0,1776767.0,270,20,35535345.0,1,90,8883836.25,106606035.0
10818,2023-03-07,2023-12-31,7,13835250.0,1976464.0,1,7,13835250.0,0,299,1261572.9483282676,15138875.37993921
10819,2022-11-05,2023-01-25,21,1987311.0,94634.0,341,21,1987311.0,1,81,537111.0810810811,6445332.972972972
10820,2022-05-17,2022-11-15,25,9671625.0,386865.0,412,25,9671625.0,1,182,1368626.1792452831,16423514.150943398
10821,2022-07-21,2023-06-26,24,32018406.0,1334100.0,189,24,32018406.0,1,340,2596086.972972973,31153043.675675675
10822,2023-03-12,2023-12-31,18,37223661.0,2067981.0,1,18,37223661.0,0,294,3446635.2777777775,41359623.33333333
10823,2022-11-09,2023-12-31,3,2269735.0,756578.0,1,3,2269735.0,0,417,152331.20805369128,1827974.4966442953
10824,2022-04-27,2023-06-19,14,3050413.0,217887.0,196,14,3050413.0,1,418,204268.72767857142,2451224.7321428573
10825,2022-09-01,2023-12-31,26,47049139.0,1809582.0,1,26,47049139.0,0,486,2735415.058139535,32824980.697674423
10826,2022-03-16,2022-10-08,4,4923936.0,1230984.0,450,4,4923936.0,1,206,625924.0677966102,7511088.813559322
10827,2023-01-21,2023-12-31,23,46624454.0,2027150.0,1,23,46624454.0,0,344,3739929.4652406415,44879153.582887694
10828,2022-07-29,2023-07-07,27,12790828.0,473734.0,178,27,12790828.0,1,343,1028752.9222520107,12345035.067024129
10829,2023-04-20,2023-08-24,10,38792904.0,3879290.0,130,10,38792904.0,1,126,7460173.846153846,89522086.15384614
10830,2023-02-22,2023-10-22,20,16934449.0,846722.0,71,20,16934449.0,0,242,1867770.1102941176,22413241.32352941
10831,2022-12-13,2023-05-28,27,44824603.0,1660170.0,218,27,44824603.0,1,166,6860908.62244898,82330903.46938775
10832,2022-06-28,2022-08-02,18,36783107.0,2043506.0,517,18,36783107.0,1,35,16976818.615384612,203721823.38461536
10833,2022-07-01,2022-11-16,7,21612124.0,3087446.0,411,7,21612124.0,1,138,3859307.8571428573,46311694.28571428
10834,2022-01-25,2023-08-24,24,5076165.0,211507.0,130,24,5076165.0,1,576,251295.29702970298,3015543.564356436
10835,2022-06-29,2022-09-05,15,38421169.0,2561411.0,483,15,38421169.0,1,68,11761582.346938776,141138988.16326532
10836,2023-05-16,2023-12-31,21,32537746.0,1549416.0,1,21,32537746.0,0,229,3768850.888030888,45226210.656370655
10837,2022-06-10,2023-03-27,5,1347915.0,269583.0,280,5,1347915.0,1,290,126367.03125,1516404.375
10838,2022-06-26,2023-09-24,10,1678529.0,167853.0,99,10,1678529.0,0,455,103826.53608247424,1245918.432989691
10839,2022-10-12,2023-02-05,14,42286683.0,3020477.0,330,14,42286683.0,1,116,8689044.452054793,104268533.42465752
10840,2022-03-04,2023-07-11,4,14377507.0,3594377.0,174,4,14377507.0,1,494,823139.7137404581,9877676.564885497
10841,2022-06-05,2022-09-18,13,33515590.0,2578122.0,470,13,33515590.0,1,105,7447908.888888889,89374906.66666667
10842,2023-04-14,2023-12-31,14,24274093.0,1733864.0,1,14,24274093.0,0,261,2502483.81443299,30029805.773195878
10843,2022-02-18,2023-05-07,20,45062245.0,2253112.0,239,20,45062245.0,1,443,2858070.507399577,34296846.088794924
10844,2022-03-25,2023-07-24,15,47781625.0,3185442.0,161,15,47781625.0,1,486,2778001.4534883723,33336017.441860467
10845,2022-12-27,2023-11-06,7,51837832.0,7405405.0,56,7,51837832.0,0,314,4520741.162790698,54248893.95348838
10846,2022-05-28,2023-02-20,24,9007154.0,375298.0,315,24,9007154.0,1,268,906760.4697986577,10881125.637583893
10847,2022-12-08,2023-12-31,14,45038574.0,3217041.0,1,14,45038574.0,0,388,3232433.5406698566,38789202.48803828
10848,2023-04-21,2023-12-31,4,14713886.0,3678472.0,1,4,14713886.0,0,254,1554283.7323943663,18651404.788732395
10849,2022-03-04,2023-04-09,7,31213446.0,4459064.0,267,7,31213446.0,1,401,2172629.651972158,26071555.823665895
10850,2022-12-26,2023-12-31,9,26893260.0,2988140.0,1,9,26893260.0,0,370,2016994.5,24203934.0
10851,2022-11-23,2023-02-05,26,2113797.0,81300.0,330,26,2113797.0,1,74,609749.1346153846,7316989.615384616
10852,2022-05-21,2023-07-25,14,48584781.0,3470342.0,160,14,48584781.0,1,430,3168572.6739130435,38022872.08695652
10853,2022-08-03,2023-05-06,18,5179014.0,287723.0,240,18,5179014.0,1,276,507746.4705882353,6092957.647058824
10854,2023-03-11,2023-12-31,25,36161521.0,1446461.0,1,25,36161521.0,0,295,3337986.553846154,40055838.646153845
10855,2022-11-14,2023-12-31,10,41078347.0,4107835.0,1,10,41078347.0,0,412,2788123.0995475114,33457477.19457014
10856,2022-02-01,2023-05-26,11,41600623.0,3781875.0,220,11,41600623.0,1,479,2451903.123772102,29422837.485265225
10857,2022-10-12,2023-12-31,17,8083122.0,475478.0,1,17,8083122.0,0,445,510512.9684210526,6126155.621052631
10858,2022-11-01,2023-12-31,7,23936553.0,3419508.0,1,7,23936553.0,0,425,1578234.2637362638,18938811.164835166
10859,2023-03-05,2023-04-21,15,43334987.0,2888999.0,255,15,43334987.0,1,47,16883761.16883117,202605134.02597404
10860,2023-04-22,2023-12-31,7,16576104.0,2368015.0,1,7,16576104.0,0,253,1757184.1696113073,21086210.03533569
10861,2022-10-13,2023-08-27,13,24961633.0,1920126.0,127,13,24961633.0,1,318,2151864.9137931033,25822378.965517238
10862,2022-05-24,2023-08-10,12,15057930.0,1254828.0,144,12,15057930.0,1,443,955048.4143763212,11460580.972515855
10863,2023-02-28,2023-11-19,22,24748412.0,1124928.0,43,22,24748412.0,0,264,2525348.163265306,30304177.95918367
10864,2022-01-19,2023-04-09,15,46302166.0,3086811.0,267,15,46302166.0,1,445,2924347.3263157895,35092167.91578947
10865,2022-01-18,2023-06-30,11,24320311.0,2210937.0,185,11,24320311.0,1,528,1307543.6021505375,15690523.22580645
10866,2023-01-06,2023-05-30,23,29440330.0,1280014.0,216,23,29440330.0,1,144,5075918.9655172415,60911027.5862069
10867,2022-06-24,2023-03-14,16,21721995.0,1357625.0,293,16,21721995.0,1,263,2224095.051194539,26689140.614334464
10868,2022-07-13,2023-12-31,20,24573953.0,1228698.0,1,20,24573953.0,0,536,1302506.3427561838,15630076.113074206
10869,2023-05-17,2023-06-26,17,1970849.0,115932.0,189,17,1970849.0,1,40,844649.5714285715,10135794.857142858
10870,2022-04-23,2022-12-14,12,15614272.0,1301189.0,383,12,15614272.0,1,235,1767653.4339622643,21211841.207547173
