customer_id,first_purchase_date,last_purchase_date,total_orders,total_spent,avg_order_value,recency,frequency,monetary,churn
10326,2022-06-03,2023-12-31,3,11838418.0,3946139.0,1,3,11838418.0,0
10327,2023-03-11,2023-12-31,21,28483840.0,1356373.0,1,21,28483840.0,0
10328,2022-03-27,2022-05-14,3,38650737.0,12883579.0,597,3,38650737.0,1
10329,2022-10-12,2023-09-17,23,33067558.0,1437720.0,106,23,33067558.0,0
10330,2022-08-08,2023-02-07,23,25162297.0,1094013.0,328,23,25162297.0,1
10331,2022-03-10,2023-05-03,18,49957016.0,2775390.0,243,18,49957016.0,1
10332,2022-02-16,2022-12-02,14,35548793.0,2539200.0,395,14,35548793.0,1
10333,2022-04-04,2023-12-31,24,47313741.0,1971406.0,1,24,47313741.0,0
10334,2023-03-29,2023-12-31,10,38272342.0,3827234.0,1,10,38272342.0,0
10335,2022-07-23,2022-12-24,18,38561547.0,2142308.0,373,18,38561547.0,1
10336,2022-08-06,2023-08-24,3,5264928.0,1754976.0,130,3,5264928.0,1
10337,2023-04-19,2023-12-31,6,19460803.0,3243467.0,1,6,19460803.0,0
10338,2023-03-08,2023-12-31,12,44805166.0,3733764.0,1,12,44805166.0,0
10339,2022-12-07,2023-09-07,13,13016276.0,1001252.0,116,13,13016276.0,1
10340,2022-10-16,2023-12-31,19,7067698.0,371984.0,1,19,7067698.0,0
10341,2022-09-11,2023-06-14,27,17766188.0,658007.0,201,27,17766188.0,1
10342,2022-12-23,2023-12-31,25,12398245.0,495930.0,1,25,12398245.0,0
10343,2022-01-23,2022-07-12,9,48204640.0,5356071.0,538,9,48204640.0,1
10344,2022-04-10,2023-05-06,14,45292705.0,3235193.0,240,14,45292705.0,1
10345,2022-06-29,2022-08-05,23,26583908.0,1155822.0,514,23,26583908.0,1
10346,2022-08-11,2023-12-31,9,4316269.0,479585.0,1,9,4316269.0,0
10347,2023-03-18,2023-12-31,14,37499767.0,2678555.0,1,14,37499767.0,0
10348,2022-11-21,2023-12-31,17,32869316.0,1933489.0,1,17,32869316.0,0
10349,2023-05-31,2023-12-31,4,50504177.0,12626044.0,1,4,50504177.0,0
10350,2022-01-16,2023-04-17,16,29594825.0,1849677.0,259,16,29594825.0,1
10351,2022-12-02,2023-02-08,15,18288801.0,1219253.0,327,15,18288801.0,1
10352,2022-09-15,2023-12-31,6,27566302.0,4594384.0,1,6,27566302.0,0
10353,2023-05-12,2023-12-14,16,50946575.0,3184161.0,18,16,50946575.0,0
10354,2022-06-09,2023-12-31,16,36575212.0,2285951.0,1,16,36575212.0,0
10355,2023-04-20,2023-12-31,18,35336388.0,1963133.0,1,18,35336388.0,0
10356,2023-01-15,2023-05-17,9,13426625.0,1491847.0,229,9,13426625.0,1
10357,2023-03-03,2023-06-26,21,38975008.0,1855953.0,189,21,38975008.0,1
10358,2022-09-25,2022-12-07,4,39313809.0,9828452.0,390,4,39313809.0,1
10359,2023-02-21,2023-08-06,12,17318280.0,1443190.0,148,12,17318280.0,1
10360,2022-06-17,2023-09-10,20,25772663.0,1288633.0,113,20,25772663.0,1
10361,2022-02-12,2022-05-26,19,16165849.0,850834.0,585,19,16165849.0,1
10362,2022-10-12,2023-12-31,7,14342218.0,2048888.0,1,7,14342218.0,0
10363,2023-02-01,2023-12-31,14,2515520.0,179680.0,1,14,2515520.0,0
10364,2022-01-12,2023-07-07,8,15688757.0,1961095.0,178,8,15688757.0,1
10365,2022-10-29,2023-05-02,24,29341673.0,1222570.0,244,24,29341673.0,1
10366,2022-09-10,2023-06-21,11,1281340.0,116485.0,194,11,1281340.0,1
10367,2023-05-14,2023-11-30,22,15587529.0,708524.0,32,22,15587529.0,0
10368,2022-02-04,2022-08-22,3,45975645.0,15325215.0,497,3,45975645.0,1
10369,2022-03-31,2023-03-17,24,31357348.0,1306556.0,290,24,31357348.0,1
10370,2023-02-22,2023-12-31,17,32079431.0,1887025.0,1,17,32079431.0,0
10371,2022-04-25,2023-08-23,23,21690907.0,943083.0,131,23,21690907.0,1
10372,2022-07-15,2023-12-31,8,35564785.0,4445598.0,1,8,35564785.0,0
10373,2023-05-16,2023-12-31,21,10848585.0,516599.0,1,21,10848585.0,0
10374,2023-05-08,2023-11-08,20,42792338.0,2139617.0,54,20,42792338.0,0
10375,2022-03-16,2023-03-29,8,7127807.0,890976.0,278,8,7127807.0,1
10376,2023-02-17,2023-12-31,15,34524869.0,2301658.0,1,15,34524869.0,0
10377,2023-01-11,2023-08-01,3,18530386.0,6176795.0,153,3,18530386.0,1
10378,2023-02-24,2023-04-04,25,39173659.0,1566946.0,272,25,39173659.0,1
10379,2022-10-04,2023-07-25,25,29128039.0,1165122.0,160,25,29128039.0,1
10380,2023-01-29,2023-12-31,15,24179534.0,1611969.0,1,15,24179534.0,0
10381,2023-04-02,2023-12-31,9,9806658.0,1089629.0,1,9,9806658.0,0
10382,2022-07-11,2023-12-31,17,33550530.0,1973561.0,1,17,33550530.0,0
10383,2022-04-09,2023-09-19,14,50718308.0,3622736.0,104,14,50718308.0,0
10384,2022-04-06,2022-09-11,3,43140654.0,14380218.0,477,3,43140654.0,1
10385,2022-07-09,2023-12-31,17,4248416.0,249907.0,1,17,4248416.0,0
10386,2022-02-06,2023-11-02,6,20312452.0,3385409.0,60,6,20312452.0,0
10387,2023-01-04,2023-12-26,15,48219617.0,3214641.0,6,15,48219617.0,0
10388,2022-10-06,2023-12-13,25,26754622.0,1070185.0,19,25,26754622.0,0
10389,2022-08-05,2023-12-31,27,34835281.0,1290196.0,1,27,34835281.0,0
10390,2022-09-30,2023-12-31,7,47560047.0,6794292.0,1,7,47560047.0,0
10391,2022-03-03,2023-03-26,4,45588770.0,11397192.0,281,4,45588770.0,1
10392,2022-12-08,2023-12-31,25,26692475.0,1067699.0,1,25,26692475.0,0
10393,2023-02-01,2023-03-19,3,23432432.0,7810811.0,288,3,23432432.0,1
10394,2022-01-19,2022-11-18,18,18456385.0,1025355.0,409,18,18456385.0,1
10395,2022-06-26,2022-11-18,25,37726188.0,1509048.0,409,25,37726188.0,1
10396,2023-01-31,2023-05-31,8,15778929.0,1972366.0,215,8,15778929.0,1
10397,2023-03-21,2023-07-10,25,13894290.0,555772.0,175,25,13894290.0,1
10398,2022-08-21,2023-08-09,18,19297495.0,1072083.0,145,18,19297495.0,1
10399,2022-03-17,2022-08-07,16,10202525.0,637658.0,512,16,10202525.0,1
10400,2022-09-22,2022-12-18,5,36512087.0,7302417.0,379,5,36512087.0,1
10401,2023-03-31,2023-09-30,17,32505025.0,1912060.0,93,17,32505025.0,0
10402,2023-01-19,2023-12-31,5,25730230.0,5146046.0,1,5,25730230.0,0
10403,2023-05-21,2023-12-31,25,21028550.0,841142.0,1,25,21028550.0,0
10404,2023-01-02,2023-12-12,4,47380377.0,11845094.0,20,4,47380377.0,0
10405,2022-05-24,2022-08-02,3,2679488.0,893163.0,517,3,2679488.0,1
10406,2022-03-10,2022-07-22,11,40270673.0,3660970.0,528,11,40270673.0,1
10407,2022-04-09,2022-11-17,11,47017006.0,4274273.0,410,11,47017006.0,1
10408,2023-01-31,2023-12-31,25,23874813.0,954993.0,1,25,23874813.0,0
10409,2022-01-25,2022-11-28,9,29175077.0,3241675.0,399,9,29175077.0,1
10410,2023-04-14,2023-12-31,5,49178755.0,9835751.0,1,5,49178755.0,0
10411,2023-04-29,2023-12-31,20,11983698.0,599185.0,1,20,11983698.0,0
10412,2022-05-31,2023-03-12,13,27622850.0,2124835.0,295,13,27622850.0,1
10413,2022-05-24,2022-09-29,9,25315833.0,2812870.0,459,9,25315833.0,1
10414,2022-02-08,2023-10-18,11,14326347.0,1302395.0,75,11,14326347.0,0
10415,2022-04-19,2023-02-24,3,42784536.0,14261512.0,311,3,42784536.0,1
10416,2022-02-11,2023-04-19,16,46899710.0,2931232.0,257,16,46899710.0,1
10417,2022-07-05,2022-11-20,22,40922175.0,1860099.0,407,22,40922175.0,1
10418,2023-02-02,2023-09-18,8,11124235.0,1390529.0,105,8,11124235.0,0
10419,2022-08-11,2023-07-09,9,5606831.0,622981.0,176,9,5606831.0,1
10420,2022-05-13,2023-05-04,12,31956580.0,2663048.0,242,12,31956580.0,1
10421,2022-06-12,2022-12-12,9,4100414.0,455602.0,385,9,4100414.0,1
10422,2022-08-03,2023-12-31,4,35379555.0,8844889.0,1,4,35379555.0,0
10423,2022-08-23,2023-10-31,6,28145550.0,4690925.0,62,6,28145550.0,0
10424,2022-01-09,2023-05-15,23,34869515.0,1516066.0,231,23,34869515.0,1
10425,2022-03-15,2022-08-23,19,31180675.0,1641088.0,496,19,31180675.0,1
10426,2023-05-07,2023-08-28,3,22673291.0,7557764.0,126,3,22673291.0,1
10427,2022-09-10,2023-11-12,12,11404561.0,950380.0,50,12,11404561.0,0
10428,2022-08-18,2023-01-03,21,16729668.0,796651.0,363,21,16729668.0,1
10429,2022-06-23,2023-02-28,17,27844629.0,1637919.0,307,17,27844629.0,1
10430,2022-06-17,2023-12-31,12,34314899.0,2859575.0,1,12,34314899.0,0
10431,2022-06-19,2023-07-21,21,40797737.0,1942749.0,164,21,40797737.0,1
10432,2023-01-28,2023-07-23,14,40172272.0,2869448.0,162,14,40172272.0,1
10433,2022-07-13,2022-12-01,26,50612588.0,1946638.0,396,26,50612588.0,1
10434,2023-06-01,2023-12-31,18,15720746.0,873375.0,1,18,15720746.0,0
10435,2022-01-29,2023-09-08,11,4812424.0,437493.0,115,11,4812424.0,1
10436,2022-06-14,2023-11-19,17,18759372.0,1103492.0,43,17,18759372.0,0
10437,2023-02-26,2023-12-31,19,38959359.0,2050493.0,1,19,38959359.0,0
10438,2022-12-05,2023-12-31,16,23456072.0,1466004.0,1,16,23456072.0,0
10439,2023-05-11,2023-12-31,20,42743652.0,2137183.0,1,20,42743652.0,0
10440,2022-12-31,2023-12-31,4,29105779.0,7276445.0,1,4,29105779.0,0
10441,2022-12-08,2023-12-31,6,48433420.0,8072237.0,1,6,48433420.0,0
10442,2023-05-15,2023-12-31,20,49351463.0,2467573.0,1,20,49351463.0,0
10443,2023-05-26,2023-12-31,9,4720669.0,524519.0,1,9,4720669.0,0
10444,2022-11-23,2023-01-31,15,24385803.0,1625720.0,335,15,24385803.0,1
10445,2022-08-05,2023-03-11,17,32172204.0,1892483.0,296,17,32172204.0,1
10446,2022-10-28,2023-05-09,27,14198325.0,525864.0,237,27,14198325.0,1
10447,2022-05-12,2023-11-28,25,21879500.0,875180.0,34,25,21879500.0,0
10448,2022-03-11,2023-09-27,24,35626222.0,1484426.0,96,24,35626222.0,0
10449,2022-09-09,2022-10-12,3,12718099.0,4239366.0,446,3,12718099.0,1
10450,2023-02-19,2023-12-31,13,31780653.0,2444666.0,1,13,31780653.0,0
10451,2023-03-21,2023-12-31,12,36630350.0,3052529.0,1,12,36630350.0,0
10452,2022-07-01,2023-11-13,27,5797213.0,214712.0,49,27,5797213.0,0
10453,2022-06-16,2023-01-12,7,26474489.0,3782070.0,354,7,26474489.0,1
10454,2022-04-01,2023-01-03,18,14564466.0,809137.0,363,18,14564466.0,1
10455,2022-02-08,2022-12-13,13,37998827.0,2922987.0,384,13,37998827.0,1
10456,2022-05-06,2023-12-31,23,10829420.0,470844.0,1,23,10829420.0,0
10457,2023-03-27,2023-12-31,8,46525686.0,5815711.0,1,8,46525686.0,0
10458,2022-06-22,2023-01-18,11,23091820.0,2099256.0,348,11,23091820.0,1
10459,2022-08-08,2023-12-31,15,11258554.0,750570.0,1,15,11258554.0,0
10460,2022-02-27,2023-10-15,26,23451507.0,901981.0,78,26,23451507.0,0
10461,2023-04-21,2023-12-31,10,21964183.0,2196418.0,1,10,21964183.0,0
10462,2023-04-01,2023-12-31,16,22989083.0,1436818.0,1,16,22989083.0,0
10463,2022-12-27,2023-12-31,26,30946514.0,1190251.0,1,26,30946514.0,0
10464,2022-01-01,2023-10-07,3,27675625.0,9225208.0,86,3,27675625.0,0
10465,2023-01-22,2023-05-16,19,8808678.0,463615.0,230,19,8808678.0,1
10466,2022-12-14,2023-11-25,26,4531417.0,174285.0,37,26,4531417.0,0
10467,2022-07-09,2023-03-07,7,38254305.0,5464901.0,300,7,38254305.0,1
10468,2023-05-20,2023-12-31,27,29633646.0,1097542.0,1,27,29633646.0,0
10469,2022-07-10,2023-08-27,4,19437239.0,4859310.0,127,4,19437239.0,1
10470,2023-05-23,2023-12-31,27,42264577.0,1565355.0,1,27,42264577.0,0
10471,2023-01-04,2023-03-12,26,20913370.0,804360.0,295,26,20913370.0,1
10472,2023-02-13,2023-12-31,11,41635027.0,3785002.0,1,11,41635027.0,0
10473,2022-04-27,2023-07-20,6,16732411.0,2788735.0,165,6,16732411.0,1
10474,2022-05-14,2022-11-28,19,4900541.0,257923.0,399,19,4900541.0,1
10475,2022-02-27,2023-03-06,19,48578096.0,2556742.0,301,19,48578096.0,1
10476,2022-06-22,2023-05-23,23,21243197.0,923617.0,223,23,21243197.0,1
10477,2022-05-29,2023-12-21,20,41468783.0,2073439.0,11,20,41468783.0,0
10478,2022-03-21,2023-10-08,18,15380522.0,854473.0,85,18,15380522.0,0
10479,2022-08-01,2022-12-20,10,34035348.0,3403535.0,377,10,34035348.0,1
10480,2022-07-22,2023-10-05,13,45564192.0,3504938.0,88,13,45564192.0,0
10481,2022-08-17,2023-04-09,23,3315516.0,144153.0,267,23,3315516.0,1
10482,2022-08-15,2023-03-17,23,43396297.0,1886796.0,290,23,43396297.0,1
10483,2023-03-17,2023-12-31,20,30223717.0,1511186.0,1,20,30223717.0,0
10484,2023-02-06,2023-12-31,25,32059565.0,1282383.0,1,25,32059565.0,0
10485,2022-02-16,2023-03-31,26,27776426.0,1068324.0,276,26,27776426.0,1
10486,2022-08-21,2022-11-05,12,45623335.0,3801945.0,422,12,45623335.0,1
10487,2022-11-01,2023-12-31,15,3406415.0,227094.0,1,15,3406415.0,0
10488,2022-05-23,2023-12-01,19,14460242.0,761065.0,31,19,14460242.0,0
10489,2023-02-19,2023-12-31,20,45688737.0,2284437.0,1,20,45688737.0,0
10490,2023-05-28,2023-07-18,12,39419162.0,3284930.0,167,12,39419162.0,1
10491,2023-01-08,2023-09-07,18,2096374.0,116465.0,116,18,2096374.0,1
10492,2022-09-16,2023-08-21,22,27463919.0,1248360.0,133,22,27463919.0,1
10493,2023-04-16,2023-12-31,7,28102292.0,4014613.0,1,7,28102292.0,0
10494,2022-01-12,2023-09-04,15,21564812.0,1437654.0,119,15,21564812.0,1
10495,2022-11-26,2023-07-15,20,16307581.0,815379.0,170,20,16307581.0,1
10496,2022-12-24,2023-02-23,19,35831622.0,1885875.0,312,19,35831622.0,1
10497,2023-02-12,2023-12-31,11,11755756.0,1068705.0,1,11,11755756.0,0
10498,2023-01-08,2023-07-18,16,41786587.0,2611662.0,167,16,41786587.0,1
10499,2022-01-08,2022-10-18,19,41994288.0,2210226.0,440,19,41994288.0,1
10500,2022-05-02,2023-11-03,6,22295281.0,3715880.0,59,6,22295281.0,0
10501,2022-12-14,2023-12-31,20,15604239.0,780212.0,1,20,15604239.0,0
10502,2022-03-31,2022-05-09,22,15621012.0,710046.0,602,22,15621012.0,1
10503,2022-11-12,2023-12-31,26,25700399.0,988477.0,1,26,25700399.0,0
10504,2022-06-27,2023-12-31,26,37754625.0,1452101.0,1,26,37754625.0,0
10505,2022-02-10,2023-05-21,17,19430530.0,1142972.0,225,17,19430530.0,1
10506,2023-05-17,2023-10-04,13,32190202.0,2476169.0,89,13,32190202.0,0
10507,2022-05-25,2022-11-23,14,20630211.0,1473586.0,404,14,20630211.0,1
10508,2022-07-20,2022-11-28,11,16669778.0,1515434.0,399,11,16669778.0,1
10509,2023-04-06,2023-11-12,15,2462863.0,164191.0,50,15,2462863.0,0
10510,2022-09-10,2023-12-31,17,1398837.0,82285.0,1,17,1398837.0,0
10511,2023-01-25,2023-05-15,17,12742150.0,749538.0,231,17,12742150.0,1
10512,2022-09-13,2023-12-31,7,21845439.0,3120777.0,1,7,21845439.0,0
10513,2023-03-26,2023-07-21,25,44444067.0,1777763.0,164,25,44444067.0,1
10514,2022-01-10,2022-08-21,21,41763000.0,1988714.0,498,21,41763000.0,1
10515,2022-08-30,2023-01-10,22,14771995.0,671454.0,356,22,14771995.0,1
10516,2022-09-08,2023-01-11,27,13622655.0,504543.0,355,27,13622655.0,1
10517,2022-01-05,2023-04-02,16,12747961.0,796748.0,274,16,12747961.0,1
10518,2022-04-29,2022-12-12,19,18433257.0,970171.0,385,19,18433257.0,1
10519,2023-01-09,2023-02-08,20,26508495.0,1325425.0,327,20,26508495.0,1
10520,2022-03-06,2023-05-16,23,23484323.0,1021058.0,230,23,23484323.0,1
10521,2022-05-26,2023-07-07,5,12288278.0,2457656.0,178,5,12288278.0,1
10522,2022-08-12,2023-02-24,4,7826932.0,1956733.0,311,4,7826932.0,1
10523,2022-08-27,2023-12-31,3,1838953.0,612984.0,1,3,1838953.0,0
10524,2022-06-26,2023-06-03,12,9021333.0,751778.0,212,12,9021333.0,1
10525,2022-10-09,2023-12-31,21,37032104.0,1763434.0,1,21,37032104.0,0
10526,2022-03-04,2023-05-25,19,13576839.0,714570.0,221,19,13576839.0,1
10527,2022-08-05,2023-12-24,14,25004972.0,1786069.0,8,14,25004972.0,0
10528,2023-04-06,2023-07-17,3,31238098.0,10412699.0,168,3,31238098.0,1
10529,2022-04-15,2022-10-02,14,46251518.0,3303680.0,456,14,46251518.0,1
10530,2022-04-09,2023-12-11,19,46353839.0,2439676.0,21,19,46353839.0,0
10531,2023-05-26,2023-12-31,26,39083274.0,1503203.0,1,26,39083274.0,0
10532,2023-01-20,2023-12-31,5,2985975.0,597195.0,1,5,2985975.0,0
10533,2023-02-09,2023-12-31,13,30413577.0,2339506.0,1,13,30413577.0,0
10534,2023-04-21,2023-12-31,19,41158440.0,2166234.0,1,19,41158440.0,0
10535,2023-03-13,2023-12-31,25,2078233.0,83129.0,1,25,2078233.0,0
10536,2022-01-23,2023-01-24,5,29123978.0,5824796.0,342,5,29123978.0,1
10537,2023-04-03,2023-12-31,10,44774419.0,4477442.0,1,10,44774419.0,0
10538,2022-03-24,2023-11-04,22,25284385.0,1149290.0,58,22,25284385.0,0
10539,2022-05-25,2022-09-07,6,1408595.0,234766.0,481,6,1408595.0,1
10540,2022-03-26,2022-10-16,23,1759479.0,76499.0,442,23,1759479.0,1
10541,2022-03-19,2022-08-04,24,22365111.0,931880.0,515,24,22365111.0,1
10542,2023-04-02,2023-10-31,9,9074440.0,1008271.0,62,9,9074440.0,0
10543,2022-01-01,2022-08-10,16,34954093.0,2184631.0,509,16,34954093.0,1
10544,2022-02-20,2022-05-25,16,37207003.0,2325438.0,586,16,37207003.0,1
10545,2023-03-22,2023-12-31,6,10236294.0,1706049.0,1,6,10236294.0,0
10546,2023-03-25,2023-08-01,18,46337491.0,2574305.0,153,18,46337491.0,1
10547,2023-05-03,2023-12-31,26,23648919.0,909574.0,1,26,23648919.0,0
10548,2022-02-03,2022-07-10,24,8456572.0,352357.0,540,24,8456572.0,1
10549,2022-12-14,2023-12-31,3,40023981.0,13341327.0,1,3,40023981.0,0
10550,2022-04-05,2023-05-08,19,41330705.0,2175300.0,238,19,41330705.0,1
10551,2022-03-13,2022-05-24,27,33676210.0,1247267.0,587,27,33676210.0,1
10552,2022-06-03,2023-08-25,12,44556050.0,3713004.0,129,12,44556050.0,1
10553,2022-09-07,2023-12-31,24,38658547.0,1610773.0,1,24,38658547.0,0
10554,2023-03-14,2023-06-29,18,46016051.0,2556447.0,186,18,46016051.0,1
10555,2022-04-28,2023-02-21,18,23241513.0,1291195.0,314,18,23241513.0,1
10556,2022-11-02,2023-10-12,10,39177934.0,3917793.0,81,10,39177934.0,0
10557,2022-09-25,2023-04-10,9,51987379.0,5776375.0,266,9,51987379.0,1
10558,2022-02-23,2023-02-26,8,38026505.0,4753313.0,309,8,38026505.0,1
10559,2022-08-24,2023-04-03,18,7000536.0,388919.0,273,18,7000536.0,1
10560,2023-01-24,2023-12-31,22,27530591.0,1251390.0,1,22,27530591.0,0
10561,2023-02-05,2023-12-14,18,31037268.0,1724293.0,18,18,31037268.0,0
10562,2022-10-30,2023-10-30,9,10049902.0,1116656.0,63,9,10049902.0,0
10563,2022-07-26,2023-09-18,11,50114895.0,4555900.0,105,11,50114895.0,0
10564,2022-08-17,2023-12-31,16,10119453.0,632466.0,1,16,10119453.0,0
10565,2022-03-16,2022-12-10,13,10219942.0,786149.0,387,13,10219942.0,1
10566,2023-03-11,2023-12-31,16,47690491.0,2980656.0,1,16,47690491.0,0
10567,2022-04-13,2023-12-25,9,24832436.0,2759160.0,7,9,24832436.0,0
10568,2023-02-26,2023-12-31,3,4409965.0,1469988.0,1,3,4409965.0,0
10569,2022-11-02,2023-12-31,27,31587925.0,1169923.0,1,27,31587925.0,0
10570,2022-04-08,2022-08-04,15,31772779.0,2118185.0,515,15,31772779.0,1
10571,2022-12-01,2023-04-04,22,4476639.0,203484.0,272,22,4476639.0,1
10572,2023-03-11,2023-12-31,5,50604143.0,10120829.0,1,5,50604143.0,0
10573,2023-03-23,2023-12-31,22,28836722.0,1310760.0,1,22,28836722.0,0
10574,2022-11-04,2023-05-03,6,29637623.0,4939604.0,243,6,29637623.0,1
10575,2022-09-06,2023-12-31,13,27621863.0,2124759.0,1,13,27621863.0,0
10576,2022-06-15,2023-07-25,4,32225174.0,8056294.0,160,4,32225174.0,1
10577,2023-04-26,2023-06-16,16,14626427.0,914152.0,199,16,14626427.0,1
10578,2022-12-01,2023-11-08,14,15791860.0,1127990.0,54,14,15791860.0,0
10579,2022-04-16,2023-10-16,19,27176026.0,1430317.0,77,19,27176026.0,0
10580,2022-03-22,2022-11-12,14,42179641.0,3012832.0,415,14,42179641.0,1
10581,2022-05-13,2023-06-21,14,3733120.0,266651.0,194,14,3733120.0,1
10582,2022-05-18,2023-09-10,3,31852934.0,10617645.0,113,3,31852934.0,1
10583,2022-07-03,2023-12-31,15,42184330.0,2812289.0,1,15,42184330.0,0
10584,2023-02-05,2023-09-01,16,9171397.0,573212.0,122,16,9171397.0,1
10585,2022-11-26,2023-07-23,26,1963145.0,75506.0,162,26,1963145.0,1
10586,2023-05-23,2023-12-31,4,17085835.0,4271459.0,1,4,17085835.0,0
10587,2022-03-10,2023-07-16,14,31077700.0,2219836.0,169,14,31077700.0,1
10588,2022-02-22,2022-07-25,23,8224785.0,357599.0,525,23,8224785.0,1
10589,2023-03-26,2023-08-15,18,22847016.0,1269279.0,139,18,22847016.0,1
10590,2022-07-24,2022-09-03,6,29257932.0,4876322.0,485,6,29257932.0,1
10591,2022-05-06,2022-10-08,10,31623261.0,3162326.0,450,10,31623261.0,1
10592,2022-02-12,2023-09-29,4,15140115.0,3785029.0,94,4,15140115.0,0
10593,2022-04-21,2023-04-16,12,21521506.0,1793459.0,260,12,21521506.0,1
10594,2022-07-02,2023-05-10,11,40739633.0,3703603.0,236,11,40739633.0,1
10595,2022-04-05,2022-09-21,25,49013706.0,1960548.0,467,25,49013706.0,1
10596,2023-01-09,2023-12-31,17,44983521.0,2646089.0,1,17,44983521.0,0
10597,2022-12-26,2023-05-01,15,29865602.0,1991040.0,245,15,29865602.0,1
10598,2022-10-08,2023-12-31,25,22042874.0,881715.0,1,25,22042874.0,0
10599,2022-07-14,2023-12-31,19,18114196.0,953379.0,1,19,18114196.0,0
10600,2022-07-14,2022-10-20,18,7547794.0,419322.0,438,18,7547794.0,1
10601,2022-04-03,2022-08-28,4,6612803.0,1653201.0,491,4,6612803.0,1
10602,2022-03-02,2022-05-29,22,36168567.0,1644026.0,582,22,36168567.0,1
10603,2022-02-20,2022-04-23,22,14397556.0,654434.0,618,22,14397556.0,1
10604,2023-02-07,2023-12-31,16,14136814.0,883551.0,1,16,14136814.0,0
10605,2022-01-05,2022-03-25,5,51908309.0,10381662.0,647,5,51908309.0,1
10606,2023-04-11,2023-12-31,25,10746639.0,429866.0,1,25,10746639.0,0
10607,2023-02-09,2023-03-29,14,8721436.0,622960.0,278,14,8721436.0,1
10608,2023-05-28,2023-12-31,10,6213210.0,621321.0,1,10,6213210.0,0
10609,2022-08-21,2023-12-13,4,30654112.0,7663528.0,19,4,30654112.0,0
10610,2022-12-12,2023-12-31,6,33095482.0,5515914.0,1,6,33095482.0,0
10611,2022-02-15,2023-06-11,16,19753579.0,1234599.0,204,16,19753579.0,1
10612,2022-03-19,2023-01-31,18,28398997.0,1577722.0,335,18,28398997.0,1
10613,2022-03-14,2022-08-31,21,41250696.0,1964319.0,488,21,41250696.0,1
10614,2022-09-06,2022-12-28,4,42759692.0,10689923.0,369,4,42759692.0,1
10615,2022-02-16,2023-04-12,14,49861933.0,3561567.0,264,14,49861933.0,1
10616,2022-05-01,2023-12-31,16,43072814.0,2692051.0,1,16,43072814.0,0
10617,2022-08-02,2023-04-03,8,29893945.0,3736743.0,273,8,29893945.0,1
10618,2022-08-27,2023-12-31,15,10326574.0,688438.0,1,15,10326574.0,0
10619,2022-02-25,2022-10-27,6,6267989.0,1044665.0,431,6,6267989.0,1
10620,2022-12-16,2023-12-31,24,3969204.0,165384.0,1,24,3969204.0,0
10621,2022-04-17,2022-09-21,20,35059512.0,1752976.0,467,20,35059512.0,1
10622,2022-02-17,2023-07-08,14,42222842.0,3015917.0,177,14,42222842.0,1
10623,2022-12-03,2023-12-31,22,27041145.0,1229143.0,1,22,27041145.0,0
10624,2022-01-26,2022-03-25,24,3979480.0,165812.0,647,24,3979480.0,1
10625,2022-09-14,2023-09-16,23,28401905.0,1234865.0,107,23,28401905.0,0
10626,2022-01-08,2023-02-02,21,48736062.0,2320765.0,333,21,48736062.0,1
10627,2022-09-10,2023-12-31,10,31558750.0,3155875.0,1,10,31558750.0,0
10628,2022-10-30,2023-12-25,9,42318916.0,4702102.0,7,9,42318916.0,0
10629,2022-02-25,2022-10-30,18,41847755.0,2324875.0,428,18,41847755.0,1
10630,2023-04-19,2023-12-31,21,48552158.0,2312008.0,1,21,48552158.0,0
10631,2022-01-28,2022-09-16,8,40327621.0,5040953.0,472,8,40327621.0,1
10632,2022-03-19,2022-05-04,22,39183186.0,1781054.0,607,22,39183186.0,1
10633,2022-08-04,2023-07-21,23,13092415.0,569235.0,164,23,13092415.0,1
10634,2023-01-21,2023-12-31,13,4244198.0,326477.0,1,13,4244198.0,0
10635,2022-12-31,2023-12-31,7,27494053.0,3927722.0,1,7,27494053.0,0
10636,2022-11-08,2023-10-28,18,7521258.0,417848.0,65,18,7521258.0,0
10637,2022-01-07,2023-03-24,9,50079551.0,5564395.0,283,9,50079551.0,1
10638,2022-01-03,2022-12-16,7,15928178.0,2275454.0,381,7,15928178.0,1
10639,2022-12-29,2023-04-19,13,44529566.0,3425351.0,257,13,44529566.0,1
10640,2023-05-23,2023-12-31,17,20891331.0,1228902.0,1,17,20891331.0,0
10641,2022-10-01,2023-12-31,5,17618268.0,3523654.0,1,5,17618268.0,0
10642,2023-05-21,2023-12-31,7,48706055.0,6958008.0,1,7,48706055.0,0
10643,2022-01-15,2022-09-05,25,19656787.0,786271.0,483,25,19656787.0,1
10644,2022-07-11,2023-12-31,23,21026626.0,914201.0,1,23,21026626.0,0
10645,2023-04-30,2023-12-31,7,6589462.0,941352.0,1,7,6589462.0,0
10646,2022-01-28,2022-06-04,11,35258691.0,3205336.0,576,11,35258691.0,1
10647,2022-02-08,2023-02-17,17,15873042.0,933708.0,318,17,15873042.0,1
10648,2022-09-30,2023-05-25,5,30948692.0,6189738.0,221,5,30948692.0,1
10649,2022-08-19,2023-12-31,8,31240667.0,3905083.0,1,8,31240667.0,0
10650,2022-03-27,2023-12-02,19,37735345.0,1986071.0,30,19,37735345.0,0
10651,2023-04-19,2023-10-31,23,39058267.0,1698186.0,62,23,39058267.0,0
