date,customer_id,product_name,quantity,unit_price,total_revenue
2023-09-11,11179,Leather Jacket,5,691607.0,3458035.0
2023-04-11,11720,Basic T-Shirt,1,2656765.0,2656765.0
2023-12-17,12314,Slim Jeans,2,3009452.0,6018904.0
2023-03-28,12216,Knit Scarf,5,789933.0,3949665.0
2023-07-04,12193,Cargo Pants,1,1595761.0,1595761.0
2023-04-01,12234,Oversize Hoodie,1,1857313.0,1857313.0
2023-09-05,10886,Oversize Hoodie,5,820760.0,4103800.0
2023-08-02,10865,Summer Dress,2,1834306.0,3668612.0
2023-12-25,10786,Slim Jeans,5,1018862.0,5094310.0
2023-09-06,10457,Basic T-Shirt,2,3022243.0,6044486.0
2023-05-06,10345,Oversize Hoodie,2,1683293.0,3366586.0
2023-01-04,10554,Denim Jacket,4,3185978.0,12743912.0
2023-03-29,11021,Knit Scarf,1,577906.0,577906.0
2023-05-31,10788,Denim Jacket,1,800847.0,800847.0
2023-06-25,11820,Denim Jacket,3,1668830.0,5006490.0
2023-07-30,10705,Denim Jacket,5,2854488.0,14272440.0
2023-09-16,11128,Basic T-Shirt,4,1976871.0,7907484.0
2023-04-01,12295,Slim Jeans,1,2463944.0,2463944.0
2023-09-16,10812,Denim Jacket,3,1614799.0,4844397.0
2023-07-10,10953,Slim Jeans,4,561408.0,2245632.0
2023-03-22,10815,Oversize Hoodie,2,2231485.0,4462970.0
2023-05-18,11549,Leather Jacket,1,2193504.0,2193504.0
2023-12-16,10144,Basic T-Shirt,5,646427.0,3232135.0
2023-05-06,10863,Denim Jacket,4,919924.0,3679696.0
2023-12-22,11217,Denim Jacket,3,1759428.0,5278284.0
2023-11-05,11808,Basic T-Shirt,5,1678253.0,8391265.0
2023-12-09,10375,Summer Dress,2,2519148.0,5038296.0
2023-08-18,10677,Knit Scarf,5,1515386.0,7576930.0
2023-12-11,11290,Slim Jeans,3,2274076.0,6822228.0
2023-11-06,10556,Slim Jeans,2,2387165.0,4774330.0
2023-01-20,10863,Oversize Hoodie,3,2223761.0,6671283.0
2023-02-18,12122,Oversize Hoodie,1,2089345.0,2089345.0
2023-05-15,12486,Oversize Hoodie,3,2665630.0,7996890.0
2023-01-29,10881,Summer Dress,5,2257044.0,11285220.0
2023-02-17,12274,Knit Scarf,1,2744007.0,2744007.0
2023-09-26,11843,Denim Jacket,1,2200885.0,2200885.0
2023-01-03,12356,Leather Jacket,4,887176.0,3548704.0
2023-09-15,10966,Oversize Hoodie,5,1300975.0,6504875.0
2023-01-16,12396,Oversize Hoodie,5,1358477.0,6792385.0
2023-04-04,10476,Cargo Pants,2,708268.0,1416536.0
2023-12-24,11339,Knit Scarf,3,2353843.0,7061529.0
2023-05-14,10525,Oversize Hoodie,3,2086556.0,6259668.0
2023-10-28,11449,Summer Dress,5,2071826.0,10359130.0
2023-11-23,10562,Basic T-Shirt,3,1765923.0,5297769.0
2023-05-13,10569,Leather Jacket,5,1943593.0,9717965.0
2023-11-08,11206,Basic T-Shirt,1,472240.0,472240.0
2023-02-01,10106,Denim Jacket,3,714682.0,2144046.0
2023-11-01,12239,Cargo Pants,3,2329221.0,6987663.0
2023-09-26,11161,Slim Jeans,5,1169034.0,5845170.0
2023-01-25,10700,Slim Jeans,5,746757.0,3733785.0
2023-11-12,11144,Oversize Hoodie,2,1353802.0,2707604.0
2023-02-28,10072,Cargo Pants,3,1149827.0,3449481.0
2023-08-01,10755,Basic T-Shirt,4,530774.0,2123096.0
2023-06-05,10905,Summer Dress,5,1579034.0,7895170.0
2023-11-10,10052,Leather Jacket,4,524330.0,2097320.0
2023-10-03,11004,Knit Scarf,1,451075.0,451075.0
2023-07-29,11288,Basic T-Shirt,1,2629303.0,2629303.0
2023-02-26,11263,Cargo Pants,4,1316172.0,5264688.0
2023-07-04,12303,Denim Jacket,1,2010863.0,2010863.0
2023-02-23,10685,Cargo Pants,4,1268815.0,5075260.0
2023-07-28,11773,Knit Scarf,2,3007565.0,6015130.0
2023-12-08,11631,Basic T-Shirt,2,2455248.0,4910496.0
2023-10-20,12105,Denim Jacket,1,1465218.0,1465218.0
2023-12-06,10950,Leather Jacket,4,1029224.0,4116896.0
2023-10-31,11674,Basic T-Shirt,4,828968.0,3315872.0
2023-09-09,12417,Basic T-Shirt,4,2546651.0,10186604.0
2023-10-31,12280,Leather Jacket,1,1695851.0,1695851.0
2023-04-22,11426,Summer Dress,4,1087899.0,4351596.0
2023-01-06,11585,Knit Scarf,5,2978972.0,14894860.0
2023-07-10,11047,Cargo Pants,4,1522765.0,6091060.0
2023-11-30,11291,Leather Jacket,5,1944605.0,9723025.0
2023-10-06,12166,Oversize Hoodie,2,2808948.0,5617896.0
2023-12-06,11624,Oversize Hoodie,5,2741781.0,13708905.0
2023-01-13,11177,Oversize Hoodie,2,2204372.0,4408744.0
2023-10-30,12316,Oversize Hoodie,1,2893715.0,2893715.0
2023-02-13,12161,Denim Jacket,2,3068270.0,6136540.0
2023-04-15,12214,Knit Scarf,2,3021564.0,6043128.0
2023-06-09,11032,Slim Jeans,4,1409770.0,5639080.0
2023-06-03,10431,Summer Dress,3,1542221.0,4626663.0
2023-08-30,11316,Slim Jeans,2,1111386.0,2222772.0
2023-06-30,10893,Basic T-Shirt,5,2751282.0,13756410.0
2023-01-14,11074,Basic T-Shirt,1,785018.0,785018.0
2023-06-29,10107,Leather Jacket,5,1426479.0,7132395.0
2023-10-19,10745,Oversize Hoodie,1,476766.0,476766.0
2023-09-21,11480,Denim Jacket,5,2085277.0,10426385.0
2023-06-17,12371,Denim Jacket,2,2260557.0,4521114.0
2023-08-02,12357,Leather Jacket,3,1134716.0,3404148.0
2023-05-30,10622,Basic T-Shirt,2,2476009.0,4952018.0
2023-01-16,10995,Oversize Hoodie,4,1499226.0,5996904.0
2023-04-01,10145,Knit Scarf,5,1307205.0,6536025.0
2023-04-30,10821,Cargo Pants,3,3079455.0,9238365.0
2023-09-10,10412,Summer Dress,5,2068904.0,10344520.0
2023-03-01,10114,Basic T-Shirt,4,1143878.0,4575512.0
2023-09-23,12447,Cargo Pants,4,3153916.0,12615664.0
2023-01-31,10124,Leather Jacket,4,1515762.0,6063048.0
2023-01-21,10086,Cargo Pants,2,2231532.0,4463064.0
2023-08-07,10047,Leather Jacket,2,2440598.0,4881196.0
2023-03-22,11900,Basic T-Shirt,3,1611314.0,4833942.0
2023-10-16,11573,Slim Jeans,4,1923771.0,7695084.0
2023-01-31,11739,Denim Jacket,2,1109400.0,2218800.0
2023-08-22,12006,Knit Scarf,1,1731010.0,1731010.0
2023-02-05,10804,Knit Scarf,1,1304700.0,1304700.0
2023-05-12,12437,Denim Jacket,2,1955509.0,3911018.0
2023-11-20,11990,Summer Dress,3,2292198.0,6876594.0
2023-12-12,11070,Knit Scarf,5,2138514.0,10692570.0
2023-05-12,11192,Cargo Pants,4,2585971.0,10343884.0
2023-01-09,10046,Knit Scarf,2,564208.0,1128416.0
2023-01-30,10540,Cargo Pants,3,666141.0,1998423.0
2023-04-25,10087,Basic T-Shirt,5,1014614.0,5073070.0
2023-10-28,11409,Knit Scarf,3,3160957.0,9482871.0
2023-01-04,10265,Basic T-Shirt,5,2650737.0,13253685.0
2023-11-21,10703,Knit Scarf,1,2991333.0,2991333.0
2023-08-25,11474,Denim Jacket,5,1198248.0,5991240.0
2023-01-23,12280,Leather Jacket,1,2028105.0,2028105.0
2023-01-16,10186,Oversize Hoodie,4,1975933.0,7903732.0
2023-01-22,10326,Oversize Hoodie,2,2016177.0,4032354.0
2023-03-13,11207,Oversize Hoodie,1,2423309.0,2423309.0
2023-10-31,10397,Leather Jacket,3,1533445.0,4600335.0
2023-08-18,11505,Oversize Hoodie,5,2312328.0,11561640.0
2023-04-17,11427,Denim Jacket,3,2618202.0,7854606.0
2023-07-27,11441,Basic T-Shirt,1,1244951.0,1244951.0
2023-07-27,11089,Slim Jeans,3,3050794.0,9152382.0
2023-09-20,10956,Slim Jeans,5,1874632.0,9373160.0
2023-02-20,10555,Knit Scarf,2,2465097.0,4930194.0
2023-03-06,11041,Slim Jeans,3,2454543.0,7363629.0
2023-09-22,12439,Oversize Hoodie,4,2004419.0,8017676.0
2023-12-04,10044,Slim Jeans,5,1337380.0,6686900.0
2023-10-28,10901,Cargo Pants,5,2284084.0,11420420.0
2023-06-24,11724,Oversize Hoodie,4,690033.0,2760132.0
2023-06-01,10482,Cargo Pants,1,3148947.0,3148947.0
2023-09-23,12037,Basic T-Shirt,4,955992.0,3823968.0
2023-11-25,11287,Cargo Pants,1,1207422.0,1207422.0
2023-10-31,11198,Basic T-Shirt,2,3074708.0,6149416.0
2023-06-12,11465,Leather Jacket,1,962989.0,962989.0
2023-12-09,10566,Leather Jacket,2,917755.0,1835510.0
2023-08-26,12268,Knit Scarf,2,2662474.0,5324948.0
2023-07-18,10772,Cargo Pants,4,1141042.0,4564168.0
2023-01-16,11219,Summer Dress,2,710498.0,1420996.0
2023-11-05,12457,Basic T-Shirt,1,1073268.0,1073268.0
2023-10-23,10471,Denim Jacket,3,2893027.0,8679081.0
2023-12-22,11371,Oversize Hoodie,5,1220878.0,6104390.0
2023-10-03,12214,Summer Dress,5,2361416.0,11807080.0
2023-08-27,10672,Basic T-Shirt,1,1536633.0,1536633.0
2023-03-10,11175,Oversize Hoodie,3,1170827.0,3512481.0
2023-10-28,10111,Basic T-Shirt,2,846130.0,1692260.0
2023-01-06,11027,Basic T-Shirt,1,3123527.0,3123527.0
2023-08-08,10344,Denim Jacket,2,1883068.0,3766136.0
2023-09-11,11473,Oversize Hoodie,4,765576.0,3062304.0
2023-10-22,12380,Basic T-Shirt,3,996738.0,2990214.0
2023-12-24,12312,Denim Jacket,5,1570067.0,7850335.0
2023-04-17,12131,Basic T-Shirt,1,1946469.0,1946469.0
2023-10-22,10777,Basic T-Shirt,5,949941.0,4749705.0
2023-04-28,12382,Knit Scarf,2,1213753.0,2427506.0
2023-06-17,11404,Leather Jacket,2,2605192.0,5210384.0
2023-09-08,10658,Slim Jeans,4,1598074.0,6392296.0
2023-03-23,11834,Basic T-Shirt,2,453857.0,907714.0
2023-02-23,11833,Knit Scarf,2,598336.0,1196672.0
2023-08-28,10454,Denim Jacket,5,1658153.0,8290765.0
2023-01-12,10741,Oversize Hoodie,5,615324.0,3076620.0
2023-07-28,11770,Cargo Pants,1,928237.0,928237.0
2023-06-14,12381,Basic T-Shirt,1,2451660.0,2451660.0
2023-10-21,12358,Knit Scarf,2,1771056.0,3542112.0
2023-01-07,11444,Leather Jacket,3,1776770.0,5330310.0
2023-03-19,11749,Knit Scarf,1,2095100.0,2095100.0
2023-03-06,12402,Leather Jacket,2,2618426.0,5236852.0
2023-04-12,10824,Cargo Pants,5,886111.0,4430555.0
2023-12-23,10145,Basic T-Shirt,4,925881.0,3703524.0
2023-10-27,12007,Summer Dress,5,783861.0,3919305.0
2023-10-14,11068,Cargo Pants,5,3026281.0,15131405.0
2023-06-20,11787,Slim Jeans,4,2037548.0,8150192.0
2023-03-18,11410,Oversize Hoodie,5,704761.0,3523805.0
2023-02-17,11763,Knit Scarf,1,1056775.0,1056775.0
2023-09-12,10910,Oversize Hoodie,5,2445373.0,12226865.0
2023-03-23,10761,Oversize Hoodie,4,529727.0,2118908.0
2023-07-28,11517,Denim Jacket,2,2445553.0,4891106.0
2023-07-28,10531,Denim Jacket,2,2956527.0,5913054.0
2023-03-25,11360,Oversize Hoodie,2,605050.0,1210100.0
2023-01-10,12028,Leather Jacket,4,962656.0,3850624.0
2023-01-29,12178,Knit Scarf,4,456541.0,1826164.0
2023-10-31,11008,Denim Jacket,1,749834.0,749834.0
2023-04-26,11538,Slim Jeans,4,2146727.0,8586908.0
2023-09-26,11274,Basic T-Shirt,2,573249.0,1146498.0
2023-02-16,10947,Basic T-Shirt,4,1621046.0,6484184.0
2023-12-25,11162,Summer Dress,3,1834355.0,5503065.0
2023-04-01,11299,Basic T-Shirt,5,2943230.0,14716150.0
2023-02-22,11002,Denim Jacket,1,1754298.0,1754298.0
2023-08-06,12189,Slim Jeans,2,842000.0,1684000.0
2023-12-14,11968,Basic T-Shirt,2,1245554.0,2491108.0
2023-03-18,10882,Leather Jacket,3,2298537.0,6895611.0
2023-07-23,11848,Cargo Pants,1,758318.0,758318.0
2023-02-13,11976,Basic T-Shirt,5,1087293.0,5436465.0
2023-06-05,12482,Oversize Hoodie,1,3188387.0,3188387.0
2023-01-02,11631,Oversize Hoodie,1,465220.0,465220.0
2023-12-23,10173,Cargo Pants,2,868504.0,1737008.0
2023-11-09,10473,Oversize Hoodie,4,2770136.0,11080544.0
2023-02-26,11447,Oversize Hoodie,5,728801.0,3644005.0
2023-10-17,12487,Leather Jacket,1,542513.0,542513.0
2023-02-27,10498,Leather Jacket,3,783609.0,2350827.0
2023-09-11,12217,Leather Jacket,2,2357392.0,4714784.0
2023-06-29,10989,Denim Jacket,4,3181054.0,12724216.0
2023-06-06,11606,Basic T-Shirt,4,2074248.0,8296992.0
2023-02-04,12476,Cargo Pants,2,791870.0,1583740.0
2023-03-16,10419,Oversize Hoodie,1,955392.0,955392.0
2023-10-16,11371,Summer Dress,2,1928626.0,3857252.0
2023-03-16,10714,Cargo Pants,4,2418060.0,9672240.0
2023-11-25,12250,Summer Dress,4,2273009.0,9092036.0
2023-03-19,10179,Oversize Hoodie,3,2030498.0,6091494.0
2023-09-12,12105,Slim Jeans,3,3162242.0,9486726.0
2023-09-22,11930,Cargo Pants,4,994593.0,3978372.0
2023-10-31,10946,Denim Jacket,3,925486.0,2776458.0
2023-03-08,12019,Basic T-Shirt,3,2812418.0,8437254.0
2023-08-09,10739,Summer Dress,3,1249760.0,3749280.0
2023-06-13,11957,Cargo Pants,4,1364448.0,5457792.0
2023-08-08,10112,Cargo Pants,1,1958837.0,1958837.0
2023-06-21,10715,Leather Jacket,1,1498506.0,1498506.0
2023-09-11,11402,Slim Jeans,5,1241011.0,6205055.0
2023-07-29,11939,Leather Jacket,3,2972232.0,8916696.0
2023-07-07,11382,Slim Jeans,1,805504.0,805504.0
2023-07-10,10813,Slim Jeans,5,1561797.0,7808985.0
2023-08-03,11209,Basic T-Shirt,2,458159.0,916318.0
2023-03-27,10037,Cargo Pants,3,2670498.0,8011494.0
2023-04-16,11829,Leather Jacket,1,913152.0,913152.0
2023-11-28,11252,Denim Jacket,1,2575722.0,2575722.0
2023-10-23,10810,Leather Jacket,1,858659.0,858659.0
2023-01-19,10023,Summer Dress,5,1596032.0,7980160.0
2023-02-16,11527,Cargo Pants,2,2452509.0,4905018.0
2023-03-06,10796,Oversize Hoodie,3,1194724.0,3584172.0
2023-05-26,10496,Oversize Hoodie,1,1313272.0,1313272.0
2023-10-13,10900,Summer Dress,4,2285137.0,9140548.0
2023-03-07,10425,Slim Jeans,3,966178.0,2898534.0
2023-01-05,12066,Denim Jacket,4,3067407.0,12269628.0
2023-04-03,11983,Summer Dress,5,969166.0,4845830.0
2023-12-19,11469,Summer Dress,1,2512488.0,2512488.0
2023-04-04,11234,Leather Jacket,3,2657147.0,7971441.0
2023-04-16,11798,Summer Dress,3,1479519.0,4438557.0
2023-05-13,12259,Knit Scarf,1,879658.0,879658.0
2023-12-07,10565,Denim Jacket,2,906235.0,1812470.0
2023-11-10,11305,Slim Jeans,5,3159989.0,15799945.0
2023-03-20,11857,Oversize Hoodie,1,2444877.0,2444877.0
2023-07-31,10133,Basic T-Shirt,3,1687630.0,5062890.0
2023-01-08,10449,Denim Jacket,2,1157712.0,2315424.0
2023-06-08,12312,Denim Jacket,3,502003.0,1506009.0
2023-09-25,11831,Cargo Pants,4,2293776.0,9175104.0
2023-05-29,12159,Summer Dress,3,3081520.0,9244560.0
2023-12-16,10850,Cargo Pants,5,743819.0,3719095.0
2023-04-01,11262,Summer Dress,1,2524851.0,2524851.0
2023-08-24,11481,Knit Scarf,3,871401.0,2614203.0
2023-10-16,10901,Cargo Pants,4,2628289.0,10513156.0
2023-12-22,10759,Leather Jacket,4,1469075.0,5876300.0
2023-06-17,11540,Leather Jacket,1,2408169.0,2408169.0
2023-07-12,11900,Cargo Pants,4,2997277.0,11989108.0
2023-07-06,10862,Summer Dress,1,2155383.0,2155383.0
2023-09-28,11848,Knit Scarf,5,2981922.0,14909610.0
2023-04-24,12241,Knit Scarf,1,1096317.0,1096317.0
2023-01-11,10515,Summer Dress,2,3139868.0,6279736.0
2023-02-24,10968,Slim Jeans,4,2850332.0,11401328.0
2023-09-15,11592,Oversize Hoodie,4,745827.0,2983308.0
2023-03-06,10084,Denim Jacket,3,1587234.0,4761702.0
2023-06-21,10798,Denim Jacket,2,2999331.0,5998662.0
2023-09-29,12128,Oversize Hoodie,3,664817.0,1994451.0
2023-05-30,11602,Knit Scarf,1,1697848.0,1697848.0
2023-12-28,10522,Basic T-Shirt,5,2439883.0,12199415.0
2023-05-26,11223,Oversize Hoodie,4,541980.0,2167920.0
2023-07-28,11595,Basic T-Shirt,5,2520285.0,12601425.0
2023-10-13,10234,Leather Jacket,1,1443307.0,1443307.0
2023-01-10,11843,Denim Jacket,1,1135772.0,1135772.0
2023-08-15,12292,Basic T-Shirt,2,2033924.0,4067848.0
2023-07-05,11417,Basic T-Shirt,3,1946911.0,5840733.0
2023-03-03,11590,Oversize Hoodie,4,2853333.0,11413332.0
2023-03-26,11470,Knit Scarf,4,2309008.0,9236032.0
2023-05-14,10393,Summer Dress,5,1610127.0,8050635.0
2023-11-19,10009,Knit Scarf,2,2237881.0,4475762.0
2023-10-24,10613,Leather Jacket,1,2512907.0,2512907.0
2023-06-20,11944,Slim Jeans,2,3027654.0,6055308.0
2023-08-01,10715,Basic T-Shirt,4,2386719.0,9546876.0
2023-01-18,11928,Basic T-Shirt,3,1945649.0,5836947.0
2023-11-10,10110,Cargo Pants,5,1475695.0,7378475.0
2023-03-01,10834,Basic T-Shirt,1,2901580.0,2901580.0
2023-03-29,10266,Knit Scarf,1,2629429.0,2629429.0
2023-01-27,11397,Summer Dress,1,662248.0,662248.0
2023-03-09,12032,Slim Jeans,3,2373738.0,7121214.0
2023-10-05,10976,Knit Scarf,4,1931561.0,7726244.0
2023-02-09,11619,Cargo Pants,4,735021.0,2940084.0
2023-04-19,10955,Knit Scarf,2,2003642.0,4007284.0
2023-03-15,11670,Oversize Hoodie,2,979391.0,1958782.0
2023-03-07,11350,Leather Jacket,4,2397398.0,9589592.0
2023-06-17,11575,Summer Dress,1,1215769.0,1215769.0
2023-09-19,12224,Slim Jeans,3,863446.0,2590338.0
2023-10-01,11059,Leather Jacket,4,675426.0,2701704.0
2023-12-03,11958,Oversize Hoodie,3,1799699.0,5399097.0
2023-12-24,10849,Leather Jacket,5,998996.0,4994980.0
2023-08-25,10963,Cargo Pants,1,2801602.0,2801602.0
2023-08-03,11826,Basic T-Shirt,5,458253.0,2291265.0
2023-10-13,12322,Basic T-Shirt,4,2770007.0,11080028.0
2023-05-29,12102,Summer Dress,2,1883004.0,3766008.0
2023-11-14,10888,Leather Jacket,4,2985900.0,11943600.0
2023-04-17,10745,Knit Scarf,5,1012681.0,5063405.0
2023-05-21,12325,Basic T-Shirt,3,731253.0,2193759.0
2023-03-17,11442,Summer Dress,4,2168635.0,8674540.0
2023-01-09,11249,Summer Dress,2,2393500.0,4787000.0
2023-07-15,10176,Cargo Pants,5,1474609.0,7373045.0
2023-10-22,10566,Summer Dress,4,487620.0,1950480.0
2023-10-07,11688,Oversize Hoodie,5,1569147.0,7845735.0
2023-04-28,11409,Knit Scarf,5,1092914.0,5464570.0
2023-10-17,10262,Basic T-Shirt,1,1405542.0,1405542.0
2023-03-02,10531,Basic T-Shirt,3,1843575.0,5530725.0
2023-12-01,11878,Slim Jeans,1,2381440.0,2381440.0
2023-11-02,11395,Oversize Hoodie,5,3098870.0,15494350.0
2023-02-20,11707,Basic T-Shirt,2,846000.0,1692000.0
2023-02-21,11221,Cargo Pants,2,2319723.0,4639446.0
2023-05-02,10948,Basic T-Shirt,1,1091331.0,1091331.0
2023-06-16,10585,Slim Jeans,2,1056938.0,2113876.0
2023-01-08,11621,Denim Jacket,5,2192274.0,10961370.0
2023-02-14,12350,Leather Jacket,4,2583999.0,10335996.0
2023-12-10,11156,Leather Jacket,5,3138914.0,15694570.0
2023-09-02,11752,Oversize Hoodie,4,2564285.0,10257140.0
2023-10-11,12082,Summer Dress,2,882616.0,1765232.0
2023-04-17,10532,Slim Jeans,3,1069857.0,3209571.0
2023-01-27,11232,Denim Jacket,3,2543822.0,7631466.0
2023-07-12,11994,Slim Jeans,5,1899217.0,9496085.0
2023-12-03,11698,Denim Jacket,5,1262372.0,6311860.0
2023-12-23,11546,Denim Jacket,2,1747404.0,3494808.0
2023-03-03,11438,Basic T-Shirt,3,2965942.0,8897826.0
2023-03-03,10371,Cargo Pants,3,2527898.0,7583694.0
2023-10-09,10409,Basic T-Shirt,5,1689419.0,8447095.0
2023-05-01,11407,Cargo Pants,3,3146523.0,9439569.0
2023-10-07,11902,Slim Jeans,5,2635905.0,13179525.0
2023-02-08,11471,Summer Dress,1,466145.0,466145.0
2023-10-04,10617,Leather Jacket,3,759010.0,2277030.0
2023-04-04,10071,Oversize Hoodie,4,1973414.0,7893656.0
2023-04-25,10084,Knit Scarf,2,1412374.0,2824748.0
2023-06-25,12257,Cargo Pants,5,2684537.0,13422685.0
2023-05-01,10259,Leather Jacket,3,2913139.0,8739417.0
2023-01-13,11326,Oversize Hoodie,3,1111790.0,3335370.0
2023-06-12,10932,Summer Dress,5,2549036.0,12745180.0
2023-10-02,12330,Slim Jeans,4,1922343.0,7689372.0
2023-06-25,10394,Summer Dress,3,1527909.0,4583727.0
2023-12-03,12466,Cargo Pants,1,2613645.0,2613645.0
2023-11-20,11335,Slim Jeans,2,2003540.0,4007080.0
2023-06-22,11930,Denim Jacket,5,2197031.0,10985155.0
2023-10-02,11721,Basic T-Shirt,3,621199.0,1863597.0
2023-03-05,10626,Denim Jacket,2,2061169.0,4122338.0
2023-04-11,11893,Oversize Hoodie,5,1276956.0,6384780.0
2023-11-18,11837,Basic T-Shirt,5,1806559.0,9032795.0
2023-03-07,10562,Slim Jeans,5,1060530.0,5302650.0
2023-11-27,11794,Knit Scarf,4,2139808.0,8559232.0
2023-02-14,10941,Oversize Hoodie,1,855539.0,855539.0
2023-03-28,12110,Oversize Hoodie,5,787986.0,3939930.0
2023-03-08,11166,Basic T-Shirt,4,968131.0,3872524.0
2023-09-16,11866,Oversize Hoodie,5,2698027.0,13490135.0
2023-07-24,11892,Slim Jeans,5,542218.0,2711090.0
2023-06-27,11640,Denim Jacket,4,2456337.0,9825348.0
2023-10-07,11551,Knit Scarf,1,605396.0,605396.0
2023-12-10,10782,Cargo Pants,2,2077607.0,4155214.0
2023-01-17,11695,Cargo Pants,3,2577286.0,7731858.0
2023-10-23,10597,Slim Jeans,5,1085451.0,5427255.0
2023-07-21,12057,Basic T-Shirt,1,988854.0,988854.0
2023-06-21,12324,Summer Dress,3,1245240.0,3735720.0
2023-09-19,12275,Slim Jeans,5,2373937.0,11869685.0
2023-07-13,12234,Cargo Pants,3,1150773.0,3452319.0
2023-05-29,12481,Slim Jeans,4,1829867.0,7319468.0
2023-02-04,10356,Oversize Hoodie,1,819782.0,819782.0
2023-01-29,12041,Oversize Hoodie,1,1718288.0,1718288.0
2023-09-20,10392,Slim Jeans,2,2168003.0,4336006.0
2023-08-09,10579,Basic T-Shirt,2,647502.0,1295004.0
2023-02-22,11641,Summer Dress,3,2692414.0,8077242.0
2023-10-06,12468,Oversize Hoodie,4,3027949.0,12111796.0
2023-12-19,12009,Cargo Pants,3,982256.0,2946768.0
2023-03-17,11724,Knit Scarf,5,2538440.0,12692200.0
2023-06-25,10164,Oversize Hoodie,1,1312033.0,1312033.0
2023-01-10,10638,Cargo Pants,3,2310993.0,6932979.0
2023-04-27,12065,Denim Jacket,3,1293363.0,3880089.0
2023-10-07,12494,Denim Jacket,1,2821444.0,2821444.0
2023-08-06,10170,Knit Scarf,1,1404547.0,1404547.0
2023-06-24,10340,Summer Dress,2,2784284.0,5568568.0
2023-08-22,10726,Knit Scarf,2,2556892.0,5113784.0
2023-09-09,11934,Oversize Hoodie,1,989891.0,989891.0
2023-10-22,11035,Knit Scarf,3,881621.0,2644863.0
2023-11-18,11646,Basic T-Shirt,5,2594054.0,12970270.0
2023-01-06,10133,Cargo Pants,3,1523334.0,4570002.0
2023-01-21,10823,Oversize Hoodie,5,3060831.0,15304155.0
2023-03-14,10954,Oversize Hoodie,1,3043108.0,3043108.0
2023-11-26,12127,Slim Jeans,5,2357072.0,11785360.0
2023-02-05,10346,Denim Jacket,2,1826596.0,3653192.0
2023-08-21,10609,Basic T-Shirt,1,986160.0,986160.0
2023-08-04,10639,Basic T-Shirt,4,2876580.0,11506320.0
2023-07-25,11048,Slim Jeans,5,675494.0,3377470.0
2023-02-13,11495,Knit Scarf,5,1468466.0,7342330.0
2023-04-01,11225,Cargo Pants,4,1327854.0,5311416.0
2023-11-12,12179,Leather Jacket,4,3085679.0,12342716.0
2023-04-03,12404,Summer Dress,1,774819.0,774819.0
2023-12-05,10150,Denim Jacket,3,2897912.0,8693736.0
2023-03-24,11550,Basic T-Shirt,4,1705195.0,6820780.0
2023-11-29,11328,Denim Jacket,5,580622.0,2903110.0
2023-10-09,11565,Leather Jacket,4,2454382.0,9817528.0
2023-01-21,10050,Cargo Pants,1,727418.0,727418.0
2023-08-16,11506,Summer Dress,1,1101761.0,1101761.0
2023-05-10,10335,Basic T-Shirt,5,2649254.0,13246270.0
2023-06-24,11376,Oversize Hoodie,5,875513.0,4377565.0
2023-04-18,10668,Basic T-Shirt,5,1345043.0,6725215.0
2023-10-10,11673,Summer Dress,3,1442745.0,4328235.0
2023-03-12,12375,Knit Scarf,5,2069207.0,10346035.0
2023-02-19,11016,Leather Jacket,1,2622317.0,2622317.0
2023-04-05,10336,Denim Jacket,1,1084731.0,1084731.0
2023-10-06,10666,Knit Scarf,4,1015903.0,4063612.0
2023-12-03,10081,Oversize Hoodie,5,1060232.0,5301160.0
2023-05-12,12135,Summer Dress,3,1499433.0,4498299.0
2023-10-03,11800,Cargo Pants,2,1921534.0,3843068.0
2023-01-13,10258,Knit Scarf,4,486974.0,1947896.0
2023-01-03,10991,Summer Dress,3,2595818.0,7787454.0
2023-08-12,10185,Basic T-Shirt,5,2998470.0,14992350.0
2023-06-24,11716,Denim Jacket,3,2769679.0,8309037.0
2023-03-31,10123,Cargo Pants,2,552257.0,1104514.0
2023-08-29,10605,Slim Jeans,3,1892388.0,5677164.0
2023-02-04,10904,Slim Jeans,2,2688575.0,5377150.0
2023-01-14,11538,Knit Scarf,2,1396315.0,2792630.0
2023-07-14,11982,Oversize Hoodie,2,2916853.0,5833706.0
2023-11-02,11395,Summer Dress,3,2888919.0,8666757.0
2023-11-30,12353,Leather Jacket,5,839687.0,4198435.0
2023-08-01,11309,Oversize Hoodie,1,1807485.0,1807485.0
2023-01-03,11866,Cargo Pants,1,520586.0,520586.0
2023-06-28,11942,Knit Scarf,3,1225114.0,3675342.0
2023-02-09,12310,Oversize Hoodie,5,2682650.0,13413250.0
2023-06-13,11598,Knit Scarf,1,3131637.0,3131637.0
2023-11-03,10491,Basic T-Shirt,2,2961639.0,5923278.0
2023-08-23,11055,Cargo Pants,3,567096.0,1701288.0
2023-09-14,10702,Denim Jacket,3,2998509.0,8995527.0
2023-12-26,11292,Leather Jacket,4,2712282.0,10849128.0
2023-04-26,12060,Summer Dress,4,2836182.0,11344728.0
2023-02-21,11215,Cargo Pants,4,2965774.0,11863096.0
2023-05-22,11424,Summer Dress,5,1792495.0,8962475.0
2023-03-27,11561,Summer Dress,3,1030850.0,3092550.0
2023-02-15,11942,Oversize Hoodie,4,507816.0,2031264.0
